CardId,McmId
2361,280445
2362,280446
2363,280447
2364,280448
2365,280449
2366,280450
2367,280451
2368,280452
2369,280453
2370,280454
2371,280455
2372,280456
2373,280457
2374,280458
2375,280459
2376,280460
2377,280461
2378,280462
2379,280463
2380,280464
2381,280465
2382,280466
2383,280467
2384,280468
2385,280469
2386,280470
2387,280471
2388,280472
2389,280473
2390,280474
2391,280475
2392,280476
2393,280477
2394,280478
2395,280479
2396,280480
2397,280481
2398,280482
2399,280483
2400,280484
2401,280485
2402,280486
2403,280487
2404,280488
2405,280489
2406,280490
2407,280491
2408,280492
2409,280493
2410,280494
2411,280495
2412,280496
2413,280497
2414,280498
2415,280499
2416,280500
2417,280501
2418,280502
2419,280503
2420,280504
2421,280505
2422,280506
2423,280507
2424,280508
2425,280509
2426,280510
2427,280511
2428,280512
2429,280513
2430,280514
2431,280515
2432,280516
2433,280517
2434,280518
2435,280519
2436,280520
2437,280521
2438,280522
2439,280523
2440,280524
2441,280525
2442,280526
2443,280527
2444,280528
2445,280529
2446,280530
2447,280531
2448,280532
2449,280533
2450,280534
2451,280535
2452,280536
2453,280537
2454,280538
2455,280539
2456,280540
2457,280541
2458,280542
2459,280543
2460,280544
2461,280545
2462,280546
2463,280547
2464,280548
2465,280549
2466,280550
2467,280551
2468,280552
2469,280553
2470,280554
2471,280555
2472,280556
2473,449303
2474,449308
2475,280557
2476,280558
2477,280559
2478,280560
2479,280561
2480,280562
2481,280563
2482,280564
2483,280565
2484,280566
2485,280567
2486,300940
2487,300894
2488,300939
2489,280588
2490,280589
2491,280590
2492,280591
2493,280592
2494,280593
2495,280594
2496,280595
2497,280596
2498,280597
